Eload,G,T,Vw
0.792035895,816.3455613900646,24.0,1.9
0.792231247,662.6720344844377,22.9,2.1
0.854486111,441.60157715353034,22.1,2.1
1.083675159,177.08229393719324,18.1,1.4
1.50275718,0.0,16.6,1.2000000000000002
1.777478196,0.0,15.7,1.0
1.728572974,0.0,15.0,1.1
1.600127698,0.0,14.6,1.4
1.458262622,0.0,14.2,1.8
1.184758495,0.0,13.9,2.0
0.923152385,0.0,13.7,2.1
0.667435884,0.0,13.4,1.8
0.568381213,0.0,13.2,1.5
0.536166271,0.0,13.0,1.3
0.530991293,0.0,13.0,1.0
0.532619541,0.0,13.2,0.8
0.586041299,0.0,13.2,0.9
0.805393364,0.0,14.0,1.1
1.059023654,85.92653942316312,16.1,1.6
0.978497352,270.945479646891,18.3,2.7
0.822907779,632.2255100043918,20.1,3.7
0.814392234,796.8574453423201,21.3,4.2
0.829634338,878.1648399647285,21.8,4.4
0.814788399,873.6129369767591,21.9,4.4
0.792035895,808.8004693891406,21.8,4.4
0.792231247,659.0926841306182,21.4,4.4
0.854486111,439.9253811888337,21.1,4.4
1.083675159,177.5725426246471,18.0,3.4000000000000004
1.50275718,0.0,16.5,3.2
1.777478196,0.0,15.9,3.2
1.728572974,0.0,15.4,3.3000000000000003
1.600127698,0.0,15.2,3.4000000000000004
1.458262622,0.0,14.9,3.8
1.181615917,0.0,14.7,4.0
0.914833116,0.0,14.4,4.2
0.662123504,0.0,14.0,4.3
0.560604094,0.0,13.6,4.2
0.523794829,0.0,13.2,4.3
0.515221654,0.0,13.0,4.2
0.516619008,0.0,12.7,4.0
0.568100532,0.0,12.5,3.8
0.763841328,0.0,13.3,3.8
1.052946492,111.81735785875635,15.3,4.1000000000000005
0.995116335,475.18438049256514,17.2,4.4
0.872117653,711.0186674459266,18.7,4.6000000000000005
0.86712143,876.3773678710648,19.8,4.5
0.882123098,947.1204284273606,20.4,4.0
0.862598906,946.4075612513983,20.8,3.6
0.835623927,863.7867172197682,21.0,3.4000000000000004
