Eload,Eload_eh,Eload_hp,G,T,Vw,Cbuy,EV_P
1.528690039,1.528690039,0,0.0,10.6,2.6,0.36,1
1.258066973,1.258066973,0,0.0,10.3,2.8000000000000003,0.36,1
0.989429127,0.989429127,0,0.0,10.1,3.0,0.36,1
0.73281633,0.73281633,0,0.0,9.9,3.1,0.35,1
0.623940071,0.623940071,0,0.0,9.7,3.1,0.35,1
0.586513828,0.586513828,0,0.0,9.5,3.0,0.35,1
0.575927133,0.575927133,0,0.0,9.4,2.9000000000000004,0.35,1
0.574720429,0.574720429,0,0.0,9.3,2.9000000000000004,0.35,1
0.628403439,0.628403439,0,0.0,9.2,3.0,0.35,1
0.829612204,0.829612204,0,0.0,9.2,3.3000000000000003,0.35,1
1.128752009,1.128752009,0,2.5388792576527024,9.7,3.6,0.35,1
1.094482743,1.094482743,0,20.31103406122162,10.6,4.1000000000000005,0.35,0
0.960470608,0.960470608,0,69.71243005372908,11.5,4.6000000000000005,0.35,0
0.979007848,0.979007848,0,88.44513955908442,12.2,4.800000000000001,0.35,0
0.961238107,0.961238107,0,179.879945385797,12.8,4.800000000000001,0.35,0
0.920616333,0.920616333,0,162.6492125892841,13.3,4.7,0.35,0
0.878885861,0.878885861,0,300.50493013226554,13.5,4.4,0.35,0
0.876652787,0.876652787,0,54.87446369523778,13.3,4.0,0.35,0
0.930083319,0.930083319,0,27.927671834179726,12.8,3.8,0.36,0
1.163069407,1.163069407,0,19.464740975337385,12.1,3.7,0.38,0
1.604461588,1.604461588,0,0.0,11.4,3.6,0.38,1
1.869546367,1.869546367,0,0.0,11.0,3.7,0.38,1
1.821103143,1.821103143,0,0.0,10.6,3.6,0.38,1
1.69138253,1.69138253,0,0.0,10.3,3.4000000000000004,0.38,1
1.550635147,1.550635147,0,0.0,10.2,3.2,0.36,1
1.267414766,1.267414766,0,0.0,10.3,3.3000000000000003,0.36,1
0.985607888,0.985607888,0,0.0,10.5,3.5,0.36,1
0.711914168,0.711914168,0,0.0,10.6,3.8,0.35,1
0.606276353,0.606276353,0,0.0,10.6,3.9,0.35,1
0.568369673,0.568369673,0,0.0,10.5,4.1000000000000005,0.35,1
0.56119824,0.56119824,0,0.0,10.4,4.1000000000000005,0.35,1
0.56213858,0.56213858,0,0.0,10.4,4.0,0.35,1
0.613109042,0.613109042,0,0.0,10.3,4.0,0.35,1
0.811704439,0.811704439,0,0.0,10.2,4.1000000000000005,0.35,1
1.110431866,1.110431866,0,2.5388792576527024,10.4,4.2,0.35,1
1.076203255,1.076203255,0,39.77509110785561,11.1,4.5,0.35,0
0.93061608,0.93061608,0,82.4078081127743,12.0,4.7,0.35,0
0.950335746,0.950335746,0,99.9928693377838,12.9,4.9,0.35,0
0.949439511,0.949439511,0,88.84389080685989,13.5,4.800000000000001,0.35,0
0.925101937,0.925101937,0,92.26896855142564,13.7,4.5,0.35,0
0.887227932,0.887227932,0,46.546119723632884,13.7,4.4,0.35,0
0.878378603,0.878378603,0,84.09900480594284,13.6,4.1000000000000005,0.35,0
0.938888187,0.938888187,0,22.84991331887432,13.1,3.6,0.36,0
1.169253061,1.169253061,0,8.462930858842341,12.5,3.1,0.38,0
1.610642089,1.610642089,0,0.0,12.1,2.8000000000000003,0.38,1
1.870395034,1.870395034,0,0.0,11.9,2.6,0.38,1
1.816760184,1.816760184,0,0.0,12.0,2.8000000000000003,0.38,1
1.688503753,1.688503753,0,0.0,12.1,3.1,0.38,1
1.544151507,1.544151507,0,0.0,12.1,3.2,0.36,1
1.26334902,1.26334902,0,0.0,12.2,3.2,0.36,1
0.978391797,0.978391797,0,0.0,12.1,2.9000000000000004,0.36,1
0.692590564,0.692590564,0,0.0,11.9,2.6,0.35,1
0.586226281,0.586226281,0,0.0,11.8,2.6,0.35,1
0.547691551,0.547691551,0,0.0,11.9,3.0,0.35,1
0.537872504,0.537872504,0,0.0,12.1,3.5,0.35,1
0.537147029,0.537147029,0,0.0,12.0,3.7,0.35,1
0.587274262,0.587274262,0,0.0,12.0,4.0,0.35,1
0.780270256,0.780270256,0,0.0,12.1,4.5,0.35,1
1.065281794,1.065281794,0,2.5388792576527024,12.3,4.9,0.35,1
1.022390101,1.022390101,0,19.464740975337385,12.7,5.2,0.35,0
0.873735158,0.873735158,0,49.70231607923832,13.6,6.0,0.35,0
0.874732307,0.874732307,0,26.23508566241126,14.5,7.0,0.35,0
0.878334013,0.878334013,0,48.238705895401345,14.8,7.9,0.35,0
0.860520675,0.860520675,0,15.233275545916214,14.8,8.700000000000001,0.35,0
0.839883476,0.839883476,0,24.542499490642793,14.8,9.2,0.35,0
0.841903987,0.841903987,0,40.62206812244324,14.8,9.4,0.35,0
0.905087124,0.905087124,0,18.618447889453154,14.9,9.7,0.36,0
1.139822691,1.139822691,0,10.15551703061081,15.0,9.7,0.38,0
1.581205344,1.581205344,0,0.0,15.0,9.4,0.38,1
1.845705838,1.845705838,0,0.0,14.9,8.6,0.38,1
1.795551086,1.795551086,0,0.0,14.6,7.300000000000001,0.38,1
1.663976332,1.663976332,0,0.0,14.2,6.300000000000001,0.38,1
1.520399658,1.520399658,0,0.0,13.7,5.800000000000001,0.36,1
1.245120266,1.245120266,0,0.0,13.2,5.5,0.36,1
0.973011951,0.973011951,0,0.0,12.9,5.2,0.36,1
0.704226225,0.704226225,0,0.0,12.8,4.9,0.35,1
0.600660561,0.600660561,0,0.0,12.8,4.6000000000000005,0.35,1
0.562631035,0.562631035,0,0.0,12.9,4.5,0.35,1
0.553309618,0.553309618,0,0.0,12.9,4.5,0.35,1
0.550520075,0.550520075,0,0.0,13.0,4.5,0.35,1
0.601157859,0.601157859,0,0.0,13.1,4.6000000000000005,0.35,1
